-20.03999360102383, -0.574468085106383
-18.08670612701967, -0.5531914893617023
-16.210606302991515, -0.5053191489361701
-14.188129899216118, -0.4042553191489364
-12.236442169252914, -0.36170212765957466
-10.199168133098699, -0.45744680851063846
-8.217485202367616, -0.8138297872340428
-6.195808670612696, -0.7021276595744681
-4.256119020956639, -0.5000000000000002
-2.3252279635258333, -0.18085106382978733
-0.23436250199967645, 0.010638297872340274
1.708126699728048, 0.17553191489361708
3.8617821148616294, 0.5319148936170213
5.72628379459287, 0.7340425531914894
7.749560070388743, 0.824468085106383
9.848824188129907, 0.9042553191489362
11.800511918093104, 0.9468085106382979
13.794592865141585, 0.42553191489361697
15.81866901295793, 0.5053191489361702
